Species,Site,Treatment.Numeric,Treatment,Petri.Dish,Seed.No,No.Germinated 
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,37,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,38,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,39,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,40,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,41,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,42,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,43,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,44,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,45,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,46,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,47,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,48,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,49,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,50,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,51,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,52,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,53,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,54,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,55,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,56,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,57,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,58,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,59,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,18L/6D,Long,2,60,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,1,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,2,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,3,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,4,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,5,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,6,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,7,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,8,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,9,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,10,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,11,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,12,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,13,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,14,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,15,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,16,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,17,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,18,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,19,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,20,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,21,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,22,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,23,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,24,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,25,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,26,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,27,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,28,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,29,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,1,30,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,31,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,32,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,33,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,34,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,35,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,36,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,37,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,38,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,39,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,40,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,41,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,42,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,43,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,44,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,45,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,46,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,47,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,48,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,49,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,50,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,51,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,52,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,53,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,54,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,55,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,56,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,57,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,58,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,59,0
Muehlenbeckia M. sp. Mt Norman,B.Rock,6L/18D,Short,2,60,0
Myrsine howittiana,M.N.P,12L/12D,Control,1,1,0
Myrsine howittiana,M.N.P,12L/12D,Control,1,2,0
Myrsine howittiana,M.N.P,12L/12D,Control,1,3,0
Myrsine howittiana,M.N.P,12L/12D,Control,1,4,0
Myrsine howittiana,M.N.P,12L/12D,Control,1,5,0
Myrsine howittiana,M.N.P,12L/12D,Control,1,6,0
Myrsine howittiana,M.N.P,12L/12D,Control,1,7,0
Myrsine howittiana,M.N.P,12L/12D,Control,1,8,0
Myrsine howittiana,M.N.P,12L/12D,Control,1,9,0
Myrsine howittiana,M.N.P,12L/12D,Control,1,10,0
Myrsine howittiana,M.N.P,12L/12D,Control,1,11,0
Myrsine howittiana,M.N.P,12L/12D,Control,1,12,0
Myrsine howittiana,M.N.P,12L/12D,Control,2,13,0
Myrsine howittiana,M.N.P,12L/12D,Control,2,14,0
Myrsine howittiana,M.N.P,12L/12D,Control,2,15,0
Myrsine howittiana,M.N.P,12L/12D,Control,2,16,0
Myrsine howittiana,M.N.P,12L/12D,Control,2,17,0
Myrsine howittiana,M.N.P,12L/12D,Control,2,18,0
Myrsine howittiana,M.N.P,12L/12D,Control,2,19,0
Myrsine howittiana,M.N.P,12L/12D,Control,2,20,0
Myrsine howittiana,M.N.P,12L/12D,Control,2,21,0
Myrsine howittiana,M.N.P,12L/12D,Control,2,22,0
Myrsine howittiana,M.N.P,12L/12D,Control,2,23,0
Myrsine howittiana,M.N.P,12L/12D,Control,2,24,0
Myrsine howittiana,M.N.P,12L/12D,Control,3,25,0
Myrsine howittiana,M.N.P,12L/12D,Control,3,26,0
Myrsine howittiana,M.N.P,12L/12D,Control,3,27,0
Myrsine howittiana,M.N.P,12L/12D,Control,3,28,0
Myrsine howittiana,M.N.P,12L/12D,Control,3,29,0
Myrsine howittiana,M.N.P,12L/12D,Control,3,30,0
Myrsine howittiana,M.N.P,12L/12D,Control,3,31,0
Myrsine howittiana,M.N.P,12L/12D,Control,3,32,0
Myrsine howittiana,M.N.P,12L/12D,Control,3,33,0
Myrsine howittiana,M.N.P,12L/12D,Control,3,34,0
Myrsine howittiana,M.N.P,12L/12D,Control,3,35,0
Myrsine howittiana,M.N.P,12L/12D,Control,3,36,0
Myrsine howittiana,M.N.P,18L/6D,Long,1,1,0
Myrsine howittiana,M.N.P,18L/6D,Long,1,2,0
Myrsine howittiana,M.N.P,18L/6D,Long,1,3,0
Myrsine howittiana,M.N.P,18L/6D,Long,1,4,0
Myrsine howittiana,M.N.P,18L/6D,Long,1,5,0
Myrsine howittiana,M.N.P,18L/6D,Long,1,6,0
Myrsine howittiana,M.N.P,18L/6D,Long,1,7,0
Myrsine howittiana,M.N.P,18L/6D,Long,1,8,0
Myrsine howittiana,M.N.P,18L/6D,Long,1,9,0
Myrsine howittiana,M.N.P,18L/6D,Long,1,10,0
Myrsine howittiana,M.N.P,18L/6D,Long,1,11,0
Myrsine howittiana,M.N.P,18L/6D,Long,1,12,0
Myrsine howittiana,M.N.P,18L/6D,Long,2,13,0
Myrsine howittiana,M.N.P,18L/6D,Long,2,14,0
Myrsine howittiana,M.N.P,18L/6D,Long,2,15,0
Myrsine howittiana,M.N.P,18L/6D,Long,2,16,0
Myrsine howittiana,M.N.P,18L/6D,Long,2,17,0
Myrsine howittiana,M.N.P,18L/6D,Long,2,18,0
Myrsine howittiana,M.N.P,18L/6D,Long,2,19,0
Myrsine howittiana,M.N.P,18L/6D,Long,2,20,0
Myrsine howittiana,M.N.P,18L/6D,Long,2,21,0
Myrsine howittiana,M.N.P,18L/6D,Long,2,22,0
Myrsine howittiana,M.N.P,18L/6D,Long,2,23,0
Myrsine howittiana,M.N.P,18L/6D,Long,2,24,0
Myrsine howittiana,M.N.P,18L/6D,Long,3,25,0
Myrsine howittiana,M.N.P,18L/6D,Long,3,26,0
Myrsine howittiana,M.N.P,18L/6D,Long,3,27,0
Myrsine howittiana,M.N.P,18L/6D,Long,3,28,0
Myrsine howittiana,M.N.P,18L/6D,Long,3,29,0
Myrsine howittiana,M.N.P,18L/6D,Long,3,30,0
Myrsine howittiana,M.N.P,18L/6D,Long,3,31,0
Myrsine howittiana,M.N.P,18L/6D,Long,3,32,0
Myrsine howittiana,M.N.P,18L/6D,Long,3,33,0
Myrsine howittiana,M.N.P,18L/6D,Long,3,34,0
Myrsine howittiana,M.N.P,18L/6D,Long,3,35,0
Myrsine howittiana,M.N.P,18L/6D,Long,3,36,0
Myrsine howittiana,M.N.P,6L/18D,Short,1,1,1
Myrsine howittiana,M.N.P,6L/18D,Short,1,2,0
Myrsine howittiana,M.N.P,6L/18D,Short,1,3,0
Myrsine howittiana,M.N.P,6L/18D,Short,1,4,0
Myrsine howittiana,M.N.P,6L/18D,Short,1,5,0
Myrsine howittiana,M.N.P,6L/18D,Short,1,6,0
Myrsine howittiana,M.N.P,6L/18D,Short,1,7,0
Myrsine howittiana,M.N.P,6L/18D,Short,1,8,0
Myrsine howittiana,M.N.P,6L/18D,Short,1,9,0
Myrsine howittiana,M.N.P,6L/18D,Short,1,10,0
Myrsine howittiana,M.N.P,6L/18D,Short,1,11,0
Myrsine howittiana,M.N.P,6L/18D,Short,1,12,0
Myrsine howittiana,M.N.P,6L/18D,Short,2,13,0
Myrsine howittiana,M.N.P,6L/18D,Short,2,14,0
Myrsine howittiana,M.N.P,6L/18D,Short,2,15,0
Myrsine howittiana,M.N.P,6L/18D,Short,2,16,0
Myrsine howittiana,M.N.P,6L/18D,Short,2,17,0
Myrsine howittiana,M.N.P,6L/18D,Short,2,18,0
Myrsine howittiana,M.N.P,6L/18D,Short,2,19,0
Myrsine howittiana,M.N.P,6L/18D,Short,2,20,0
Myrsine howittiana,M.N.P,6L/18D,Short,2,21,0
Myrsine howittiana,M.N.P,6L/18D,Short,2,22,0
Myrsine howittiana,M.N.P,6L/18D,Short,2,23,0
Myrsine howittiana,M.N.P,6L/18D,Short,2,24,0
Myrsine howittiana,M.N.P,6L/18D,Short,3,25,0
Myrsine howittiana,M.N.P,6L/18D,Short,3,26,0
Myrsine howittiana,M.N.P,6L/18D,Short,3,27,0
Myrsine howittiana,M.N.P,6L/18D,Short,3,28,0
Myrsine howittiana,M.N.P,6L/18D,Short,3,29,0
Myrsine howittiana,M.N.P,6L/18D,Short,3,30,0
Myrsine howittiana,M.N.P,6L/18D,Short,3,31,0
Myrsine howittiana,M.N.P,6L/18D,Short,3,32,0
Myrsine howittiana,M.N.P,6L/18D,Short,3,33,0
Myrsine howittiana,M.N.P,6L/18D,Short,3,34,0
Myrsine howittiana,M.N.P,6L/18D,Short,3,35,0
Myrsine howittiana,M.N.P,6L/18D,Short,3,36,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,1,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,2,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,3,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,4,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,5,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,6,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,7,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,8,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,9,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,10,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,11,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,12,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,13,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,14,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,15,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,16,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,17,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,18,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,19,0
Myrsine variabilis,Q.L.D,12L/12D,Control,1,20,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,21,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,22,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,23,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,24,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,25,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,26,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,27,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,28,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,29,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,30,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,31,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,32,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,33,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,34,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,35,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,36,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,37,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,38,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,39,0
Myrsine variabilis,Q.L.D,12L/12D,Control,2,40,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,1,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,2,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,3,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,4,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,5,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,6,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,7,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,8,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,9,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,10,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,11,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,12,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,13,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,14,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,15,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,16,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,17,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,18,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,19,0
Myrsine variabilis,Q.L.D,18L/6D,Long,1,20,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,21,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,22,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,23,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,24,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,25,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,26,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,27,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,28,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,29,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,30,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,31,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,32,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,33,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,34,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,35,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,36,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,37,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,38,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,39,0
Myrsine variabilis,Q.L.D,18L/6D,Long,2,40,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,1,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,2,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,3,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,4,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,5,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,6,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,7,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,8,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,9,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,10,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,11,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,12,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,13,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,14,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,15,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,16,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,17,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,18,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,19,0
Myrsine variabilis,Q.L.D,6L/18D,Short,1,20,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,21,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,22,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,23,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,24,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,25,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,26,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,27,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,28,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,29,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,30,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,31,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,32,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,33,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,34,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,35,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,36,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,37,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,38,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,39,0
Myrsine variabilis,Q.L.D,6L/18D,Short,2,40,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,1,1,1
Neolitsea dealbata,Q.L.D,12L/12D,Control,1,2,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,1,3,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,1,4,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,1,5,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,1,6,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,1,7,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,1,8,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,1,9,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,1,10,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,1,11,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,1,12,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,1,13,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,1,14,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,1,15,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,2,16,1
Neolitsea dealbata,Q.L.D,12L/12D,Control,2,17,1
Neolitsea dealbata,Q.L.D,12L/12D,Control,2,18,1
Neolitsea dealbata,Q.L.D,12L/12D,Control,2,19,1
Neolitsea dealbata,Q.L.D,12L/12D,Control,2,20,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,2,21,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,2,22,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,2,23,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,2,24,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,2,25,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,2,26,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,2,27,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,2,28,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,2,29,0
Neolitsea dealbata,Q.L.D,12L/12D,Control,2,30,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,1,1,1
Neolitsea dealbata,Q.L.D,18L/6D,Long,1,2,1
Neolitsea dealbata,Q.L.D,18L/6D,Long,1,3,1
Neolitsea dealbata,Q.L.D,18L/6D,Long,1,4,1
Neolitsea dealbata,Q.L.D,18L/6D,Long,1,5,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,1,6,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,1,7,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,1,8,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,1,9,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,1,10,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,1,11,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,1,12,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,1,13,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,1,14,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,1,15,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,2,16,1
Neolitsea dealbata,Q.L.D,18L/6D,Long,2,17,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,2,18,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,2,19,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,2,20,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,2,21,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,2,22,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,2,23,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,2,24,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,2,25,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,2,26,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,2,27,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,2,28,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,2,29,0
Neolitsea dealbata,Q.L.D,18L/6D,Long,2,30,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,1,1,1
Neolitsea dealbata,Q.L.D,6L/18D,Short,1,2,1
Neolitsea dealbata,Q.L.D,6L/18D,Short,1,3,1
Neolitsea dealbata,Q.L.D,6L/18D,Short,1,4,1
Neolitsea dealbata,Q.L.D,6L/18D,Short,1,5,1
Neolitsea dealbata,Q.L.D,6L/18D,Short,1,6,1
Neolitsea dealbata,Q.L.D,6L/18D,Short,1,7,1
Neolitsea dealbata,Q.L.D,6L/18D,Short,1,8,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,1,9,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,1,10,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,1,11,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,1,12,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,1,13,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,1,14,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,1,15,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,2,16,1
Neolitsea dealbata,Q.L.D,6L/18D,Short,2,17,1
Neolitsea dealbata,Q.L.D,6L/18D,Short,2,18,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,2,19,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,2,20,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,2,21,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,2,22,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,2,23,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,2,24,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,2,25,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,2,26,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,2,27,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,2,28,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,2,29,0
Neolitsea dealbata,Q.L.D,6L/18D,Short,2,30,0
Oreomyrrhis ciliata,K.N.P.A,12L/12D,Control,1,1,1
Oreomyrrhis ciliata,K.N.P.A,12L/12D,Control,1,2,1
Oreomyrrhis ciliata,K.N.P.A,12L/12D,Control,1,3,1
Oreomyrrhis ciliata,K.N.P.A,12L/12D,Control,1,4,1
Oreomyrrhis ciliata,K.N.P.A,12L/12D,Control,1,5,1
Oreomyrrhis ciliata,K.N.P.A,12L/12D,Control,1,6,0
Oreomyrrhis ciliata,K.N.P.A,12L/12D,Control,1,7,0
